Chr	Start	Stop	GeneID	Max_norm_counts	RH4_dCBP1_072221_CWRU	RH4_DMSO_072221_CWRU	Norm_RH4_dCBP1_072221_CWRU	Norm_RH4_DMSO_072221_CWRU
1	34792958	34795747	GJA4	0.01	0	0.06	0.00	0.01
13	20138252	20161327	GJA3	0.04	0.42	0.1	0.04	0.01
6	89894469	89896120	GJA10	0.00	0	0	0.00	0.00
6	121435646	121449727	GJA1	0.00	0	0	0.00	0.00
12	109929792	109996368	GIT2	0.52	4.45	5.19	0.45	0.52
17	29573475	29589648	GIT1	0.60	5.98	5.15	0.60	0.52
19	45668187	45683722	GIPR	0.01	0.07	0	0.01	0.00
19	3585478	3593541	GIPC3	0.00	0.04	0.02	0.00	0.00
1	78044970	78138444	GIPC2	0.02	0.16	0.07	0.02	0.01
19	14477761	14496133	GIPC1	1.57	15.66	11.36	1.57	1.14
17	48958554	48968596	GIP	0.00	0	0	0.00	0.00
8	41529205	41545030	GINS4	0.83	8.29	5.75	0.83	0.58
16	58392471	58406147	GINS3	0.83	8.27	4.86	0.83	0.49
16	85676198	85688954	GINS2	1.53	15.26	10.54	1.53	1.06
20	25407470	25448568	GINS1	5.89	58.78	32.67	5.89	3.27
6	149566375	149591748	GINM1	2.88	28.77	18.32	2.88	1.83
5	103086000	103120149	GIN1	0.20	2.01	1.86	0.20	0.19
4	106357392	106368778	GIMD1	0.00	0.03	0	0.00	0.00
7	150450630	150479395	GIMAP8	0.00	0	0	0.00	0.00
7	150514872	150521073	GIMAP7	0.00	0	0	0.00	0.00
7	150625375	150632385	GIMAP6	0.00	0	0	0.00	0.00
7	150737418	150743646	GIMAP5	0.00	0	0	0.00	0.00
7	150567390	150573953	GIMAP4	0.00	0	0	0.00	0.00
7	150685706	150693641	GIMAP2	0.00	0	0	0.00	0.00
7	150716613	150743646	GIMAP1-GIMAP5	0.00	0	0	0.00	0.00
7	150716613	150724284	GIMAP1	0.00	0	0	0.00	0.00
12	57931449	57936164	GIHCG	2.37	23.71	17.38	2.37	1.74
2	232697331	232860605	GIGYF2	0.54	5.39	4.21	0.54	0.42
7	100679507	100694250	GIGYF1	0.35	3.54	2.06	0.35	0.21
20	62938147	62948475	GID8	4.59	45.88	36.93	4.59	3.70
17	18039408	18068405	GID4	0.90	8.97	5.85	0.90	0.59
3	172443291	172448456	GHSR	0.01	0.06	0	0.01	0.00
3	10280952	10293449	GHRLOS	0.06	0.62	0.57	0.06	0.06
3	10285666	10292947	GHRL	0.03	0.3	0.07	0.03	0.01
7	30963953	30979528	GHRHR	0.00	0	0	0.00	0.00
20	37251086	37261814	GHRH	0.00	0	0	0.00	0.00
5	42423439	42721878	GHR	0.08	0.74	0.76	0.07	0.08
10	84139509	84153568	GHITM	4.38	43.77	33.6	4.38	3.36
7	148987527	148989429	GHET1	0.05	0.47	0.1	0.05	0.01
17	42189087	42194494	GHDC	0.36	3.57	2.97	0.36	0.30
17	63880215	63881944	GH2	0.00	0	0	0.00	0.00
17	63917203	63918839	GH1	0.00	0	0	0.00	0.00
22	18516335	18518165	GGTLC3	0.00	0	0	0.00	0.00
22	22644614	22647898	GGTLC2	0.00	0	0	0.00	0.00
20	23985053	23989134	GGTLC1	0.00	0	0	0.00	0.00
9	121444990	121499844	GGTA1	0.00	0	0	0.00	0.00
2	91775342	91782127	GGT8P	0.00	0	0	0.00	0.00
20	34844720	34872857	GGT7	0.80	8	6.13	0.80	0.61
17	4556927	4560920	GGT6	0.00	0	0	0.00	0.00
22	24219654	24245142	GGT5	0.01	0.12	0.09	0.01	0.01
22	18773689	18791961	GGT3P	0.00	0	0	0.00	0.00
22	21207972	21283023	GGT2	0.00	0	0	0.00	0.00
22	24583750	24628996	GGT1	0.02	0.19	0.06	0.02	0.01
1	235327216	235344532	GGPS1	1.04	10.37	7.12	1.04	0.71
17	36544913	36589848	GGNBP2	1.15	11.5	7.98	1.15	0.80
6	33583699	33589026	GGNBP1	0.00	0	0	0.00	0.00
19	38384267	38388603	GGN	0.03	0.2	0.3	0.02	0.03
8	63015079	63038806	GGH	7.85	78.35	54.46	7.85	5.45
2	85544720	85561527	GGCX	2.39	23.82	16.3	2.39	1.63
7	30496621	30504829	GGCT	2.25	22.46	14.5	2.25	1.45
13	100530180	100588789	GGACT	0.01	0.12	0.06	0.01	0.01
17	75225464	75262363	GGA3	0.47	4.74	3	0.47	0.30
16	23463542	23510494	GGA2	1.49	13.93	14.87	1.40	1.49
22	37608474	37633564	GGA1	0.66	6.6	5.1	0.66	0.51
19	49423747	49428987	GFY	0.00	0	0	0.00	0.00
8	143612618	143618043	GFUS	1.23	12.27	11.99	1.23	1.20
6	55327469	55402493	GFRAL	0.00	0	0	0.00	0.00
20	3659248	3663399	GFRA4	0.00	0	0	0.00	0.00
5	138252380	138274621	GFRA3	0.00	0	0	0.00	0.00
8	21690398	21789296	GFRA2	0.00	0	0	0.00	0.00
10	116056925	116274705	GFRA1	0.15	1.44	1.47	0.14	0.15
5	180300698	180353336	GFPT2	0.05	0.46	0.22	0.05	0.02
2	69319780	69387227	GFPT1	2.82	28.16	14.53	2.82	1.45
16	67674533	67719316	GFOD2	0.43	4.34	2.29	0.43	0.23
6	13486261	13486771	GFOD1-AS1	0.00	0	0	0.00	0.00
6	13357830	13487600	GFOD1	0.08	0.75	0.34	0.08	0.03
5	74721206	74767147	GFM2	1.19	11.9	9.3	1.19	0.93
3	158644527	158695581	GFM1	1.12	11.19	9.7	1.12	0.97
9	132945531	132991697	GFI1B	0.00	0	0	0.00	0.00
1	92473043	92486925	GFI1	0.04	0.39	0.11	0.04	0.01
16	1984193	1987749	GFER	1.18	11.79	7.15	1.18	0.72
17	44903159	44915552	GFAP	0.01	0.07	0.01	0.01	0.00
7	876554	896436	GET4	1.66	16.54	14.89	1.66	1.49
19	12737106	12748323	GET3	3.22	32.12	27.45	3.22	2.75
21	39380326	39515504	GET1-SH3BGR	0.01	0.05	0	0.01	0.00
21	39380326	39428528	GET1	2.62	26.14	14.13	2.62	1.41
2	17753687	17788946	GEN1	0.28	2.82	2.27	0.28	0.23
1	89993265	89994966	GEMIN8P4	0.08	0.83	0.5	0.08	0.05
X	14002494	14029918	GEMIN8	0.16	1.63	0.98	0.16	0.10
19	45085329	45090391	GEMIN7-AS1	0.05	0.5	0.26	0.05	0.03
19	45075627	45091518	GEMIN7	2.33	23.23	18.2	2.33	1.82
2	38778210	38785002	GEMIN6	0.45	4.48	3.79	0.45	0.38
5	154887411	154938211	GEMIN5	0.90	7.87	8.98	0.79	0.90
17	744421	752868	GEMIN4	1.16	10.41	11.63	1.04	1.16
14	39114261	39136973	GEMIN2	2.39	23.85	12.23	2.39	1.22
8	94249249	94262345	GEM	0.05	0.52	0.4	0.05	0.04
15	90234209	90245811	GDPGP1	0.09	0.92	0.3	0.09	0.03
11	75434640	75525941	GDPD5	0.05	0.49	0.15	0.05	0.02
11	77216558	77301699	GDPD4	0.00	0	0	0.00	0.00
16	30104810	30113537	GDPD3	0.02	0.16	0.05	0.02	0.01
X	70423031	70433391	GDPD2	0.02	0.2	0	0.02	0.00
17	59220470	59275970	GDPD1	0.07	0.73	0.11	0.07	0.01
5	37839884	37875799	GDNF-AS1	0.00	0	0	0.00	0.00
5	37812677	37840044	GDNF	0.00	0	0	0.00	0.00
10	5765222	5813434	GDI2	11.28	112.64	99.31	11.28	9.94
X	154437154	154443467	GDI1	2.25	22.47	16.52	2.25	1.65
5	132861181	132866651	GDF9	0.02	0.1	0.18	0.01	0.02
2	20667144	20679243	GDF7	0.03	0.26	0.11	0.03	0.01
8	96142333	96160806	GDF6	0.00	0.03	0	0.00	0.00
20	35433029	35434651	GDF5-AS1	0.01	0.01	0.09	0.00	0.01
20	35433347	35454749	GDF5	0.01	0.07	0.05	0.01	0.01
12	7689784	7695775	GDF3	0.00	0	0	0.00	0.00
10	47322454	47327588	GDF2	0.00	0	0	0.00	0.00
19	18382170	18389176	GDF15	0.25	1.2	2.46	0.12	0.25
12	55743122	55757264	GDF11	0.35	3.53	2.87	0.35	0.29
10	47300197	47313577	GDF10	0.02	0.02	0.2	0.00	0.02
19	18868545	18896158	GDF1	0.03	0.22	0.26	0.02	0.03
16	19501693	19522098	GDE1	4.35	43.39	27.61	4.35	2.76
1	117863485	117929621	GDAP2	0.72	7.16	4.39	0.72	0.44
20	44247099	44280947	GDAP1L1	0.01	0.08	0.12	0.01	0.01
8	74350403	74488872	GDAP1	0.19	1.94	1.73	0.19	0.17
9	72114595	72256045	GDA	0.00	0.01	0	0.00	0.00
2	230886546	230904517	GCSIR	0.00	0	0	0.00	0.00
2	206115573	206116572	GCSHP3	0.00	0	0	0.00	0.00
16	81081945	81096395	GCSH	2.35	23.44	21.99	2.35	2.20
1	247524679	247530804	GCSAML-AS1	0.00	0	0	0.00	0.00
1	247507058	247577690	GCSAML	0.00	0	0	0.00	0.00
3	112120839	112133956	GCSAM	0.00	0	0	0.00	0.00
15	57591904	57717557	GCOM1	0.00	0.01	0.01	0.00	0.00
20	56491492	56525925	GCNT7	0.04	0.41	0.24	0.04	0.02
5	75025346	75052558	GCNT4	0.01	0.06	0.02	0.01	0.00
15	59611783	59622723	GCNT3	0.00	0.01	0	0.00	0.00
6	10521283	10629368	GCNT2	0.01	0.11	0.02	0.01	0.00
9	76441666	76507416	GCNT1	0.32	1.42	3.16	0.14	0.32
X	71578041	71613583	GCNA	0.03	0.33	0.18	0.03	0.02
12	120127202	120194715	GCN1	0.88	8.78	7.87	0.88	0.79
6	10873223	10882041	GCM2	0.00	0	0	0.00	0.00
6	53126961	53262803	GCM1	0.01	0.05	0.02	0.01	0.00
1	93885199	93910370	GCLM	0.49	4.63	4.93	0.46	0.49
6	53497341	53545101	GCLC	0.09	0.87	0.8	0.09	0.08
2	27496839	27523689	GCKR	0.00	0	0	0.00	0.00
7	44143213	44189439	GCK	0.00	0	0	0.00	0.00
15	40764068	40767708	GCHFR	0.00	0	0	0.00	0.00
14	54842016	54902826	GCH1	1.25	12.47	1.31	1.25	0.13
17	81804078	81814008	GCGR	0.00	0	0	0.00	0.00
2	162142882	162152247	GCG	0.00	0	0	0.00	0.00
2	75655606	75711642	GCFC2	0.80	7.94	5.77	0.80	0.58
19	12891129	12899999	GCDH	0.54	5.44	3.41	0.54	0.34
2	108507527	108534219	GCC2-AS1	0.04	0	0.35	0.00	0.04
2	108448561	108509415	GCC2	0.11	1.11	0.81	0.11	0.08
7	127580628	127585596	GCC1	0.68	6.74	4.11	0.68	0.41
15	100849752	100876878	GCAWKR	0.04	0.42	0.31	0.04	0.03
22	37807894	37817183	GCAT	0.57	5.73	4.32	0.57	0.43
2	162318763	162377225	GCA	0.34	3.36	2.48	0.34	0.25
4	71741693	71805520	GC	0.00	0	0	0.00	0.00
2	236165236	236168386	GBX2	0.39	2.4	3.87	0.24	0.39
7	151148009	151167694	GBX1	0.01	0.06	0.11	0.01	0.01
1	89131742	89176003	GBP7	0.00	0	0	0.00	0.00
1	89364059	89388160	GBP6	0.00	0	0	0.00	0.00
1	89256189	89272860	GBP5	0.00	0.01	0.02	0.00	0.00
1	89181144	89198942	GBP4	0.00	0	0	0.00	0.00
1	89006677	89022870	GBP3	0.01	0.04	0.09	0.00	0.01
1	89106132	89126114	GBP2	0.07	0.26	0.69	0.03	0.07
1	89407679	89424934	GBP1P1	0.00	0	0	0.00	0.00
1	89052319	89065208	GBP1	0.14	0.48	1.39	0.05	0.14
9	133152948	133163914	GBGT1	0.00	0	0	0.00	0.00
10	102230643	102382899	GBF1	0.88	8.79	7.79	0.88	0.78
3	81489703	81761645	GBE1	1.26	12.63	12.06	1.26	1.21
1	155213825	155227534	GBAP1	0.03	0.29	0.33	0.03	0.03
4	22692937	22819569	GBA3	0.00	0	0.02	0.00	0.00
9	35736862	35749228	GBA2	1.21	12.04	6.03	1.21	0.60
1	155234452	155244627	GBA	1.40	13.99	11.17	1.40	1.12
12	4700417	4720102	GAU1	0.00	0	0	0.00	0.00
15	45361124	45402227	GATM	2.81	25.5	28.11	2.55	2.81
21	5116341	5128369	GATD3B	1.09	10.93	10.33	1.09	1.03
11	767095	777501	GATD1	0.31	3.07	2.07	0.31	0.21
12	120446444	120463749	GATC	1.10	10.98	8.33	1.10	0.83
4	151670504	151761007	GATB	0.52	5.22	3.2	0.52	0.32
1	153804725	153923953	GATAD2B	0.48	4.77	3.32	0.48	0.33
19	19385843	19508932	GATAD2A	0.92	8.84	9.22	0.89	0.92
7	92447448	92494631	GATAD1	1.00	9.99	6.82	1.00	0.68
18	22166898	22168968	GATA6-AS1	0.00	0	0	0.00	0.00
18	22169589	22202528	GATA6	0.04	0.28	0.39	0.03	0.04
20	62463497	62475995	GATA5	0.00	0	0	0.00	0.00
8	11676935	11760002	GATA4	0.03	0.32	0.14	0.03	0.01
10	8050450	8053484	GATA3-AS1	0.00	0	0	0.00	0.00
10	8045420	8075198	GATA3	0.01	0.11	0.09	0.01	0.01
3	128489203	128503207	GATA2-AS1	0.12	0.71	1.17	0.07	0.12
3	128479422	128493201	GATA2	0.40	1.84	3.96	0.18	0.40
X	48786590	48794311	GATA1	0.00	0	0	0.00	0.00
17	41712331	41715969	GAST	0.00	0	0	0.00	0.00
4	158170752	158202877	GASK1B-AS1	0.00	0	0	0.00	0.00
4	158124474	158173075	GASK1B	0.11	0.52	1.06	0.05	0.11
3	42979311	43057715	GASK1A	0.00	0.03	0	0.00	0.00
8	102806822	102811214	GASAL1	0.01	0.04	0.12	0.00	0.01
16	90028908	90029901	GAS8-AS1	0.02	0.22	0.17	0.02	0.02
16	90019629	90044960	GAS8	0.12	1.22	0.79	0.12	0.08
17	9910606	10198606	GAS7	0.02	0.18	0.22	0.02	0.02
13	113864177	113866832	GAS6-DT	0.00	0	0.03	0.00	0.00
13	113815610	113842841	GAS6-AS1	0.00	0	0	0.00	0.00
13	113820549	113864076	GAS6	0.00	0.02	0.02	0.00	0.00
1	173863248	173863941	GAS5-AS1	0.19	1.94	1.92	0.19	0.19
1	173863899	173868882	GAS5	3.36	33.52	31.41	3.36	3.15
12	100573668	100628288	GAS2L3	0.45	4.52	3.19	0.45	0.32
17	35744511	35753239	GAS2L2	0.00	0	0	0.00	0.00
9	97075671	97081945	GAS2L1P2	0.00	0	0	0.00	0.00
22	29306650	29312787	GAS2L1	0.20	1.43	1.96	0.14	0.20
11	22627758	22885930	GAS2	0.10	0.84	1.03	0.08	0.10
9	86948698	87002033	GAS1RR	0.01	0	0.11	0.00	0.01
9	86944362	86947506	GAS1	3.14	1.14	31.31	0.11	3.14
21	33503931	33542892	GART	3.26	30.22	32.51	3.03	3.26
7	30548357	30577779	GARS1-DT	0.04	0.43	0.33	0.04	0.03
7	30594735	30634033	GARS1	3.06	30.57	26.32	3.06	2.64
19	34254554	34355566	GARRE1	0.27	2.65	2.12	0.27	0.21
9	127224471	127393660	GARNL3	0.06	0.61	0.53	0.06	0.05
2	26173088	26202529	GAREM2	0.21	2.06	1.32	0.21	0.13
18	32263521	32470882	GAREM1	0.65	2.15	6.48	0.22	0.65
4	109815510	109824737	GAR1	0.86	8.54	6.81	0.86	0.68
9	125261794	125367207	GAPVD1	1.01	10.11	7.29	1.01	0.73
5	58491435	58497090	GAPT	0.00	0	0	0.00	0.00
18	3466250	3478978	GAPLINC	0.00	0	0	0.00	0.00
19	35533456	35545319	GAPDHS	0.01	0.07	0.11	0.01	0.01
12	6530172	6534418	GAPDH-DT	0.06	0.58	0.13	0.06	0.01
12	6534517	6538371	GAPDH	60.40	603.11	552.86	60.40	55.36
3	115623510	115721485	GAP43	0.00	0	0	0.00	0.00
15	42273201	42353666	GANC	0.20	2.03	1.86	0.20	0.19
11	62624829	62646613	GANAB	6.72	67.15	56.33	6.72	5.64
16	81314962	81390809	GAN	0.12	1.2	0.72	0.12	0.07
19	1397026	1401542	GAMT	1.59	15.89	14.47	1.59	1.45
9	34646675	34651035	GALT	0.15	1.46	0.99	0.15	0.10
22	37823382	37825485	GALR3	0.01	0.09	0	0.01	0.00
17	76070824	76077537	GALR2	0.08	0.8	0.48	0.08	0.05
18	77249848	77277900	GALR1	0.00	0	0	0.00	0.00
19	56176008	56185775	GALP	0.00	0	0	0.00	0.00
4	172629932	172726878	GALNTL6-AS1	0.00	0	0	0.00	0.00
4	171812656	173041559	GALNTL6	0.02	0.05	0.2	0.01	0.02
7	151956406	152019929	GALNTL5	0.00	0	0	0.00	0.00
12	132196372	132329589	GALNT9	0.00	0.03	0.02	0.00	0.00
12	4720400	4772726	GALNT8	0.00	0	0	0.00	0.00
4	173168811	173323967	GALNT7	1.32	9.87	13.23	0.99	1.32
12	51351252	51391955	GALNT6	0.00	0	0.01	0.00	0.00
2	157257656	157318491	GALNT5	0.00	0.01	0.02	0.00	0.00
12	89519412	89524796	GALNT4	0.14	1.35	0.9	0.14	0.09
2	165747588	165796352	GALNT3	0.00	0.03	0	0.00	0.00
1	230057789	230282122	GALNT2	1.70	16.93	14.36	1.70	1.44
11	11270877	11622005	GALNT18	0.06	0.48	0.56	0.05	0.06
7	71132144	71713599	GALNT17	0.24	2.39	2.28	0.24	0.23
14	69183018	69260567	GALNT16-AS1	0.01	0.11	0.05	0.01	0.01
14	69259546	69379904	GALNT16	0.03	0.32	0.18	0.03	0.02
3	16174579	16248224	GALNT15	0.01	0.09	0.05	0.01	0.01
2	30888518	31138440	GALNT14	0.01	0.08	0.14	0.01	0.01
2	153871922	154454177	GALNT13	0.00	0.02	0.03	0.00	0.00
9	98807670	98850081	GALNT12	0.12	1.21	0.96	0.12	0.10
7	152025674	152122345	GALNT11	1.20	12	6.09	1.20	0.61
5	154190733	154420984	GALNT10	0.25	2.54	2.25	0.25	0.23
18	35580922	35711834	GALNT1	2.52	25.2	20.76	2.52	2.08
16	88813734	88856966	GALNS	0.34	3.35	2.88	0.34	0.29
2	38665922	38734765	GALM	0.01	0.11	0	0.01	0.00
15	49155774	49367883	GALK2	0.50	4.95	2.53	0.50	0.25
17	75751469	75765192	GALK1	1.08	10.74	8.23	1.08	0.82
1	23795599	23800754	GALE	1.48	14.8	11.67	1.48	1.17
14	87933014	87993665	GALC	1.38	13.8	13.44	1.38	1.35
7	100159244	100168617	GAL3ST4	0.05	0.49	0.42	0.05	0.04
11	66040765	66049161	GAL3ST3	0.00	0	0	0.00	0.00
2	241776822	241804287	GAL3ST2	0.00	0	0	0.00	0.00
22	30554635	30574665	GAL3ST1	0.00	0.03	0.03	0.00	0.00
11	68684544	68691175	GAL	0.00	0	0	0.00	0.00
4	849276	932330	GAK	0.68	6.76	4.27	0.68	0.43
X	49589496	49596824	GAGE2A	0.00	0	0	0.00	0.00
X	49331582	49338949	GAGE13	0.00	0	0	0.00	0.00
X	49322037	49329384	GAGE12J	0.00	0	0	0.00	0.00
X	49579949	49587301	GAGE12H	0.00	0	0	0.00	0.00
X	49570397	49577757	GAGE12G	0.00	0	0	0.00	0.00
X	49560842	49568205	GAGE12F	0.00	0	0	0.00	0.00
X	49551289	49558645	GAGE12E	0.00	0	0	0.00	0.00
X	49541733	49549094	GAGE12D	0.00	0	0	0.00	0.00
X	49532177	49539538	GAGE12C	0.00	0	0	0.00	0.00
X	49341164	49529982	GAGE12B	0.00	0	0	0.00	0.00
X	49303646	49319844	GAGE10	0.00	0	0	0.00	0.00
X	49598992	49608538	GAGE1	0.00	0	0	0.00	0.00
3	30726009	30894661	GADL1	0.12	0.65	1.22	0.07	0.12
19	12953119	12957223	GADD45GIP1	0.99	9.85	8.62	0.99	0.86
9	89605009	89606555	GADD45G	0.35	0.41	3.53	0.04	0.35
19	2476127	2478259	GADD45B	0.20	1.82	2	0.18	0.20
1	67685201	67688334	GADD45A	2.81	6.16	28.08	0.62	2.81
10	26216372	26304558	GAD2	0.00	0	0	0.00	0.00
2	170813210	170861151	GAD1	0.24	1.75	2.39	0.18	0.24
2	16050427	16085689	GACAT3	0.01	0	0.11	0.00	0.01
18	8695856	8707621	GACAT2	0.01	0.11	0.12	0.01	0.01
2	107754112	107822129	GACAT1	0.00	0	0	0.00	0.00
3	97985102	98035315	GABRR3	0.00	0	0	0.00	0.00
6	89254464	89315299	GABRR2	0.02	0.16	0.04	0.02	0.00
6	89177504	89231288	GABRR1	0.00	0.02	0	0.00	0.00
X	152637895	152659828	GABRQ	0.00	0	0	0.00	0.00
5	170782841	170814047	GABRP	0.00	0.02	0	0.00	0.00
15	27157735	27161319	GABRG3-AS1	0.00	0	0	0.00	0.00
15	26971181	27541984	GABRG3	0.02	0.1	0.17	0.01	0.02
5	162067465	162155539	GABRG2	0.00	0	0	0.00	0.00
4	46035769	46124054	GABRG1	0.00	0	0	0.00	0.00
X	151953124	151974692	GABRE	0.06	0.18	0.57	0.02	0.06
1	2019345	2030758	GABRD	0.00	0	0	0.00	0.00
15	26543552	26773763	GABRB3	0.03	0.21	0.29	0.02	0.03
5	161288436	161548404	GABRB2	0.00	0.01	0	0.00	0.00
4	46993560	47438409	GABRB1	0.00	0.01	0	0.00	0.00
5	161685721	161702592	GABRA6	0.00	0	0	0.00	0.00
15	26866719	26949208	GABRA5	0.00	0	0	0.00	0.00
4	46918900	46993581	GABRA4	0.00	0	0	0.00	0.00
X	152166234	152451341	GABRA3	0.00	0.01	0.01	0.00	0.00
4	46243548	46390300	GABRA2	0.00	0	0.01	0.00	0.00
5	161847191	161899971	GABRA1	0.00	0	0	0.00	0.00
1	151070180	151125542	GABPB2	0.10	1.02	0.84	0.10	0.08
15	50348936	50354879	GABPB1-IT1	0.07	0.65	0.49	0.07	0.05
15	50354174	50358312	GABPB1-AS1	0.07	0.62	0.65	0.06	0.07
15	50275389	50359306	GABPB1	1.20	12.03	7.91	1.20	0.79
21	25734972	25772460	GABPA	1.04	10.43	9.21	1.04	0.92
9	98288104	98708935	GABBR2	0.01	0.08	0.05	0.01	0.01
6	29602230	29633183	GABBR1	0.02	0.23	0.19	0.02	0.02
15	90346527	90349447	GABARAPL3	0.00	0	0	0.00	0.00
16	75566379	75577881	GABARAPL2	4.47	44.63	24.19	4.47	2.42
12	10213649	10215067	GABARAPL1-AS1	0.00	0	0	0.00	0.00
12	10212877	10223128	GABARAPL1	0.04	0.37	0.16	0.04	0.02
17	7240008	7242449	GABARAP	3.74	37.31	33.37	3.74	3.34
22	16961936	17008281	GAB4	0.00	0	0	0.00	0.00
X	154675249	154751566	GAB3	0.01	0.1	0.02	0.01	0.00
11	78215293	78417820	GAB2	0.03	0.27	0.11	0.03	0.01
4	143336876	143474565	GAB1	0.15	1.53	1.43	0.15	0.14
17	80101535	80119881	GAA	0.72	7.16	6.59	0.72	0.66
X	154531390	154547569	G6PD	2.29	21.7	22.9	2.17	2.29
17	44070673	44076344	G6PC3	1.91	15.96	19.12	1.60	1.91
2	168901223	168910000	G6PC2	0.00	0.02	0	0.00	0.00
17	42900799	42914438	G6PC1	0.00	0	0	0.00	0.00
4	75642782	75724470	G3BP2	8.50	84.85	77.86	8.50	7.80
5	151771954	151812785	G3BP1	2.62	26.15	25.82	2.62	2.59
14	30437992	30577357	G2E3-AS1	0.00	0	0	0.00	0.00
14	30559136	30620064	G2E3	0.00	0	0	0.00	0.00
1	209675412	209676390	G0S2	0.00	0	0	0.00	0.00
19	3506263	3538334	FZR1	0.75	7.52	4.85	0.75	0.49
7	73433778	73436120	FZD9	0.00	0	0	0.00	0.00
10	35638247	35642296	FZD8	0.49	1.14	4.91	0.11	0.49
2	202033855	202038441	FZD7	0.46	4.64	4.12	0.46	0.41
8	103298494	103332866	FZD6	0.23	2.34	0.95	0.23	0.10
2	207753889	207769906	FZD5	0.13	1.32	0.59	0.13	0.06
11	86955621	87000950	FZD4-DT	0.01	0.13	0	0.01	0.00
11	86945679	86955395	FZD4	0.10	1	0.7	0.10	0.07
8	28494212	28574268	FZD3	1.15	11.49	6.07	1.15	0.61
17	44557484	44561262	FZD2	0.45	2.94	4.51	0.29	0.45
12	130151593	130161678	FZD10-AS1	0.00	0	0	0.00	0.00
12	130162464	130165740	FZD10	0.00	0	0	0.00	0.00
7	91264433	91271326	FZD1	0.31	2.72	3.1	0.27	0.31
3	197749533	197787596	FYTTD1	1.59	15.83	11.31	1.59	1.13
6	111660332	111873452	FYN	0.55	4.29	5.53	0.43	0.55
3	45917903	45995824	FYCO1	0.07	0.74	0.17	0.07	0.02
1	56718789	56831986	FYB2	0.00	0	0	0.00	0.00
5	39105252	39274500	FYB1	0.00	0	0	0.00	0.00
19	35143255	35154302	FXYD7	0.02	0	0.17	0.00	0.02
11	117820057	117876658	FXYD6-FXYD2	0.02	0	0.23	0.00	0.02
11	117836981	117877430	FXYD6	3.74	34.93	37.38	3.50	3.74
19	35154735	35169881	FXYD5	0.02	0.15	0	0.02	0.00
10	43371636	43376335	FXYD4	0.00	0	0	0.00	0.00
19	35115823	35124324	FXYD3	0.00	0	0	0.00	0.00
11	117820057	117828089	FXYD2	0.01	0.11	0	0.01	0.00
19	35137206	35143109	FXYD1	0.02	0.23	0	0.02	0.00
17	7591230	7614897	FXR2	0.96	9.6	4.95	0.96	0.50
3	180912670	180982753	FXR1	2.38	23.79	19.63	2.38	1.97
9	69035752	69079076	FXN	0.16	1.55	1.42	0.16	0.14
19	49806866	49817376	FUZ	0.60	5.95	4.67	0.60	0.47
6	96015974	96215612	FUT9	0.00	0	0	0.00	0.00
14	65410592	65412617	FUT8-AS1	0.04	0.44	0.15	0.04	0.02
14	65410592	65744122	FUT8	0.96	9.62	5.43	0.96	0.54
9	137030174	137032088	FUT7	0.00	0	0	0.00	0.00
19	5830408	5840019	FUT6	0.00	0	0.03	0.00	0.00
19	5865826	5870540	FUT5	0.01	0	0.06	0.00	0.01
11	94543921	94549895	FUT4	0.03	0.31	0.21	0.03	0.02
19	5842888	5857122	FUT3	0.07	0.02	0.67	0.00	0.07
19	48695971	48705951	FUT2	0.00	0	0.02	0.00	0.00
10	73772276	73779104	FUT11	0.61	6.13	3.67	0.61	0.37
8	33308102	33473146	FUT10	0.46	4.55	2.74	0.46	0.27
19	48748011	48755358	FUT1	0.02	0.16	0.03	0.02	0.00
16	31180110	31194871	FUS	6.45	64.4	59.75	6.45	5.98
15	90868588	90883457	FURIN	0.40	4.04	2.9	0.40	0.29
10	133352773	133358031	FUOM	0.00	0	0	0.00	0.00
2	84290682	84292200	FUNDC2P2	0.00	0	0	0.00	0.00
X	155026844	155060304	FUNDC2	1.08	10.75	8.87	1.08	0.89
X	44523639	44542859	FUNDC1	1.98	19.75	9.01	1.98	0.90
6	143494812	143511720	FUCA2	3.30	32.91	26.24	3.30	2.63
1	23845077	23868332	FUCA1	0.18	1.79	0.44	0.18	0.04
9	130579577	130638352	FUBP3	0.95	9.46	6.42	0.95	0.64
1	77944055	77979435	FUBP1	2.94	29.33	22.4	2.94	2.24
X	74028136	74293574	FTX	0.08	0.71	0.76	0.07	0.08
17	63819433	63827663	FTSJ3	0.79	7.84	5.34	0.79	0.53
X	48476021	48486364	FTSJ1	0.87	7.9	8.65	0.79	0.87
16	54039393	54040373	FTO-IT1	0.03	0.2	0.32	0.02	0.03
16	53703963	54121941	FTO	0.92	9.16	8	0.92	0.80
5	121851882	121852833	FTMT	0.00	0	0	0.00	0.00
4	68182292	68212470	FTLP10	0.00	0	0	0.00	0.00
19	48965309	48966879	FTL	70.18	700.76	700.16	70.18	70.11
X	37042875	37043792	FTHL18P	0.00	0	0	0.00	0.00
X	31071233	31072041	FTHL17	0.00	0	0	0.00	0.00
2	27392623	27393576	FTH1P3	0.02	0.23	0.17	0.02	0.02
11	61964285	61967634	FTH1	25.24	252.05	216.16	25.24	21.64
2	199663332	199851192	FTCDNL1	0.09	0.85	0.7	0.09	0.07
21	46151614	46152647	FTCD-AS1	0.00	0	0	0.00	0.00
